,UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M,Failure Type_Heat Dissipation Failure,Failure Type_No Failure,Failure Type_Overstrain Failure,Failure Type_Power Failure,Failure Type_Random Failures,Failure Type_Tool Wear Failure
4116,4117,302.0,310.5,1381,58.4,201,0,0,0,1,0,1,0,0,0,0
4117,4118,301.9,310.5,1340,55.7,204,1,0,1,0,0,0,1,0,0,0
4118,4119,302.0,310.6,1366,47.7,206,0,0,1,0,0,1,0,0,0,0
4119,4120,302.1,310.7,1325,45.1,208,1,0,1,0,1,0,0,0,0,0
4120,4121,302.1,310.7,1376,46.3,210,1,0,0,1,1,0,0,0,0,0
4121,4122,302.1,310.7,1364,47.8,213,1,0,0,1,1,0,0,0,0,0
4122,4123,302.2,310.6,1462,43.6,0,0,0,1,0,0,1,0,0,0,0
4123,4124,302.1,310.6,1517,38.9,2,0,0,0,1,0,1,0,0,0,0
4124,4125,302.1,310.6,1385,53.6,5,0,0,1,0,0,1,0,0,0,0
4125,4126,302.1,310.6,1439,40.0,7,0,0,1,0,0,1,0,0,0,0
4126,4127,302.0,310.6,1623,34.3,9,0,0,0,1,0,1,0,0,0,0
4127,4128,302.0,310.6,1438,43.2,12,0,1,0,0,0,1,0,0,0,0
4128,4129,301.9,310.4,1708,24.8,17,0,0,1,0,0,1,0,0,0,0
4129,4130,301.8,310.3,1666,32.7,19,0,0,0,1,0,1,0,0,0,0
4130,4131,301.9,310.4,1286,62.8,22,1,0,1,0,1,0,0,0,0,0
4131,4132,301.9,310.3,1485,46.3,24,0,0,1,0,0,1,0,0,0,0
4132,4133,301.8,310.3,1409,52.5,26,0,0,0,1,0,1,0,0,0,0
4133,4134,301.8,310.3,1765,27.3,29,0,0,1,0,0,1,0,0,0,0
4134,4135,301.8,310.3,1688,28.8,31,0,0,1,0,0,1,0,0,0,0
4135,4136,301.7,310.3,1787,26.7,33,0,0,0,1,0,1,0,0,0,0
4136,4137,301.7,310.1,1487,48.0,36,0,0,1,0,0,1,0,0,0,0
4137,4138,301.7,310.1,1384,50.5,38,0,0,1,0,0,1,0,0,0,0
4138,4139,301.7,310.2,1311,57.4,40,1,0,1,0,1,0,0,0,0,0
4139,4140,301.7,310.2,1620,30.8,42,0,1,0,0,0,1,0,0,0,0
4140,4141,301.7,310.2,1331,61.2,47,1,0,1,0,1,0,0,0,0,0
4141,4142,301.7,310.1,1462,38.3,49,0,1,0,0,0,1,0,0,0,0
4142,4143,301.7,310.1,1424,50.2,54,0,0,1,0,0,1,0,0,0,0
4143,4144,301.7,310.1,1500,39.6,56,0,0,1,0,0,1,0,0,0,0
4144,4145,301.8,310.1,1738,28.0,58,0,0,1,0,0,1,0,0,0,0
4145,4146,301.8,310.3,1465,46.5,60,0,0,0,1,0,1,0,0,0,0
4146,4147,301.8,310.3,1482,41.4,63,0,0,1,0,0,1,0,0,0,0
4147,4148,301.9,310.3,1398,44.0,65,0,0,1,0,0,1,0,0,0,0
4148,4149,301.9,310.3,1972,21.3,67,0,0,1,0,0,1,0,0,0,0
4149,4150,301.9,310.4,1603,37.6,69,0,0,1,0,0,1,0,0,0,0
4150,4151,301.9,310.4,1610,34.8,71,0,0,1,0,0,1,0,0,0,0
4151,4152,301.9,310.4,1373,48.0,73,1,0,0,1,1,0,0,0,0,0
4152,4153,302.0,310.5,1425,44.7,76,0,0,0,1,0,1,0,0,0,0
4153,4154,302.0,310.4,1212,55.6,79,1,0,0,1,1,0,0,0,0,0
4154,4155,302.0,310.4,1828,26.3,82,0,0,0,1,0,1,0,0,0,0
4155,4156,302.0,310.5,1370,44.4,85,1,0,1,0,1,0,0,0,0,0
4156,4157,302.0,310.5,1823,25.1,87,0,0,0,1,0,1,0,0,0,0
4157,4158,302.0,310.5,1263,60.6,90,1,0,1,0,1,0,0,0,0,0
4158,4159,301.9,310.4,1889,21.5,92,0,0,1,0,0,1,0,0,0,0
4159,4160,302.0,310.5,1639,32.9,94,0,0,0,1,0,1,0,0,0,0
4160,4161,302.0,310.4,1608,33.1,97,0,0,0,1,0,1,0,0,0,0
4161,4162,301.9,310.3,1653,32.4,100,0,1,0,0,0,1,0,0,0,0
4162,4163,302.0,310.4,1591,29.8,105,0,0,1,0,0,1,0,0,0,0
4163,4164,302.1,310.5,1696,30.9,107,0,0,1,0,0,1,0,0,0,0
4164,4165,302.2,310.6,1346,47.5,109,1,0,1,0,1,0,0,0,0,0
4165,4166,302.2,310.5,1507,40.4,111,0,0,0,1,0,1,0,0,0,0
4166,4167,302.3,310.6,1525,48.7,114,0,1,0,0,0,1,0,0,0,0
4167,4168,302.3,310.7,1559,33.9,119,0,0,0,1,0,1,0,0,0,0
4168,4169,302.2,310.6,1632,30.5,122,0,0,1,0,0,1,0,0,0,0
4169,4170,302.1,310.5,1559,36.0,124,0,0,1,0,0,1,0,0,0,0
4170,4171,302.2,310.6,1355,51.5,126,1,0,0,1,1,0,0,0,0,0
4171,4172,302.2,310.5,1832,23.7,129,0,0,0,1,0,1,0,0,0,0
4172,4173,302.2,310.6,1386,50.0,132,0,0,1,0,0,1,0,0,0,0
4173,4174,302.2,310.6,1346,49.2,134,1,0,0,1,1,0,0,0,0,0
4174,4175,302.3,310.7,1499,37.8,137,0,0,1,0,0,1,0,0,0,0
4175,4176,302.3,310.7,1612,33.4,139,0,0,1,0,0,1,0,0,0,0
4176,4177,302.3,310.7,1544,39.7,141,0,0,0,1,0,1,0,0,0,0
4177,4178,302.5,310.9,1477,39.2,144,0,0,1,0,0,1,0,0,0,0
4178,4179,302.5,310.9,1624,34.4,146,0,0,1,0,0,1,0,0,0,0
4179,4180,302.4,310.9,1349,46.1,148,1,0,1,0,1,0,0,0,0,0
4180,4181,302.4,310.8,1686,28.8,150,0,0,1,0,0,1,0,0,0,0
4181,4182,302.4,310.7,1521,40.4,152,0,0,0,1,0,1,0,0,0,0
4182,4183,302.4,310.7,1362,54.8,155,1,0,1,0,1,0,0,0,0,0
4183,4184,302.3,310.7,1402,50.9,157,0,0,1,0,0,1,0,0,0,0
4184,4185,302.2,310.6,1334,53.2,159,1,0,1,0,1,0,0,0,0,0
4185,4186,302.2,310.6,1348,48.4,161,1,0,1,0,1,0,0,0,0,0
4186,4187,302.2,310.6,1570,34.6,163,0,0,0,1,0,1,0,0,0,0
4187,4188,302.2,310.7,1601,33.0,166,0,0,0,1,0,1,0,0,0,0
4188,4189,302.3,310.8,1611,31.8,169,0,0,0,1,0,1,0,0,0,0
4189,4190,302.4,310.9,1560,31.8,172,0,0,1,0,0,1,0,0,0,0
4190,4191,302.4,310.9,1444,40.7,174,0,1,0,0,0,1,0,0,0,0
4191,4192,302.4,311.0,1317,59.4,179,0,0,1,0,0,1,0,0,0,0
4192,4193,302.5,311.0,1463,43.1,181,0,0,0,1,0,1,0,0,0,0
4193,4194,302.4,311.1,1634,34.2,184,0,0,1,0,0,1,0,0,0,0
4194,4195,302.4,311.0,1423,46.2,186,0,0,1,0,0,1,0,0,0,0
4195,4196,302.5,311.0,1548,38.4,188,0,0,1,0,0,1,0,0,0,0
4196,4197,302.5,311.0,1563,35.6,190,0,0,0,1,0,1,0,0,0,0
4197,4198,302.4,311.0,1573,36.5,193,0,0,1,0,0,1,0,0,0,0
4198,4199,302.4,311.1,1432,44.5,195,0,0,0,1,0,1,0,0,0,0
4199,4200,302.5,311.1,1638,32.0,198,0,0,0,1,0,1,0,0,0,0
4200,4201,302.5,311.1,1571,34.2,201,0,0,1,0,0,1,0,0,0,0
4201,4202,302.4,311.0,2211,15.4,203,0,0,1,0,0,1,0,0,0,0
4202,4203,302.4,311.0,1555,40.6,205,0,0,1,0,0,1,0,0,0,0
4203,4204,302.3,310.9,1558,31.9,207,0,0,0,1,0,1,0,0,0,0
4204,4205,302.3,310.9,1523,43.2,210,0,0,0,1,0,1,0,0,0,0
4205,4206,302.3,310.8,1723,26.3,213,0,0,1,0,0,1,0,0,0,0
4206,4207,302.3,310.8,1721,28.4,215,0,0,0,1,0,1,0,0,0,0
4207,4208,302.3,310.9,1710,30.4,218,1,0,0,1,0,0,0,0,0,1
4208,4209,302.3,310.9,1627,32.3,0,0,0,0,1,0,1,0,0,0,0
4209,4210,302.2,310.8,1422,47.0,3,0,0,0,1,0,1,0,0,0,0
4210,4211,302.1,310.8,1565,35.3,6,0,0,1,0,0,1,0,0,0,0
4211,4212,302.1,310.7,1314,52.8,8,1,0,1,0,1,0,0,0,0,0
4212,4213,302.0,310.6,1392,60.5,10,0,0,0,1,0,1,0,0,0,0
4213,4214,302.1,310.7,1465,40.7,13,0,0,1,0,0,1,0,0,0,0
4214,4215,301.9,310.6,1573,36.6,15,0,0,1,0,0,1,0,0,0,0
4215,4216,302.0,310.7,2157,17.8,17,0,0,0,1,0,1,0,0,0,0
4216,4217,301.9,310.7,1370,50.3,20,0,0,1,0,0,1,0,0,0,0
4217,4218,301.9,310.6,1462,38.8,22,0,0,1,0,0,1,0,0,0,0
4218,4219,302.0,310.6,1479,40.5,24,0,0,0,1,0,1,0,0,0,0
4219,4220,301.9,310.7,1717,26.8,27,0,0,1,0,0,1,0,0,0,0
4220,4221,301.9,310.6,1260,65.9,29,0,0,0,1,0,1,0,0,0,0
4221,4222,301.9,310.6,1467,39.3,32,0,0,1,0,0,1,0,0,0,0
4222,4223,302.0,310.6,1535,38.6,34,0,0,0,1,0,1,0,0,0,0
4223,4224,302.0,310.7,1657,31.9,37,0,0,1,0,0,1,0,0,0,0
4224,4225,302.0,310.7,1698,28.1,39,0,0,1,0,0,1,0,0,0,0
4225,4226,302.1,310.7,1359,49.3,41,1,0,1,0,1,0,0,0,0,0
4226,4227,302.1,310.8,1596,37.1,43,0,0,1,0,0,1,0,0,0,0
4227,4228,302.2,310.8,1383,46.9,45,0,0,1,0,0,1,0,0,0,0
4228,4229,302.2,310.8,2203,16.6,47,0,0,1,0,0,1,0,0,0,0
4229,4230,302.2,310.8,1408,46.8,49,0,0,0,1,0,1,0,0,0,0
4230,4231,302.2,310.8,1673,32.9,52,0,0,1,0,0,1,0,0,0,0
4231,4232,302.2,310.8,1340,47.8,54,0,0,1,0,0,1,0,0,0,0
4232,4233,302.2,310.9,1452,42.3,56,0,0,1,0,0,1,0,0,0,0
4233,4234,302.2,310.9,1302,53.4,58,0,0,0,1,0,1,0,0,0,0
4234,4235,302.2,310.9,1522,35.9,61,0,1,0,0,0,1,0,0,0,0
4235,4236,302.2,310.8,1438,41.4,66,0,0,1,0,0,1,0,0,0,0
4236,4237,302.2,310.9,1604,40.5,68,0,0,1,0,0,1,0,0,0,0
4237,4238,302.2,311.0,1832,23.2,70,0,0,1,0,0,1,0,0,0,0
4238,4239,302.3,311.0,1521,34.8,72,0,0,0,1,0,1,0,0,0,0
4239,4240,302.3,311.0,1446,37.6,75,0,0,1,0,0,1,0,0,0,0
4240,4241,302.4,311.1,1905,20.9,77,0,0,1,0,0,1,0,0,0,0
4241,4242,302.4,311.0,1475,47.9,79,0,0,1,0,0,1,0,0,0,0
4242,4243,302.4,311.0,1462,48.5,81,0,0,1,0,0,1,0,0,0,0
4243,4244,302.4,310.9,1435,42.3,83,0,0,0,1,0,1,0,0,0,0
4244,4245,302.4,310.9,1469,39.6,86,0,0,1,0,0,1,0,0,0,0
4245,4246,302.6,311.1,1520,43.0,88,0,0,0,1,0,1,0,0,0,0
4246,4247,302.6,311.0,1537,35.5,91,0,0,1,0,0,1,0,0,0,0
4247,4248,302.6,311.0,1369,60.0,93,1,0,1,0,1,0,0,0,0,0
4248,4249,302.6,311.0,1506,37.2,95,0,0,1,0,0,1,0,0,0,0
4249,4250,302.5,310.9,1330,56.9,97,1,0,1,0,1,0,0,0,0,0
4250,4251,302.6,311.0,1660,38.0,99,0,0,1,0,0,1,0,0,0,0
4251,4252,302.5,310.9,1356,55.5,101,1,1,0,0,1,0,0,0,0,0
4252,4253,302.6,311.0,1438,51.0,106,0,1,0,0,0,1,0,0,0,0
4253,4254,302.6,311.0,1329,48.6,111,1,0,0,1,1,0,0,0,0,0
4254,4255,302.6,311.0,1284,68.0,114,1,0,1,0,0,0,0,1,0,0
4255,4256,302.5,311.0,1387,52.1,116,0,0,0,1,0,1,0,0,0,0
4256,4257,302.6,311.0,1591,33.9,119,0,0,0,1,0,1,0,0,0,0
4257,4258,302.6,311.0,1589,39.0,122,0,0,0,1,0,1,0,0,0,0
4258,4259,302.7,311.1,1297,60.7,125,1,0,0,1,1,0,0,0,0,0
4259,4260,302.7,311.2,1545,35.1,128,0,0,1,0,0,1,0,0,0,0
4260,4261,302.7,311.1,1418,43.4,130,0,1,0,0,0,1,0,0,0,0
4261,4262,302.7,311.1,1730,28.1,135,0,0,1,0,0,1,0,0,0,0
4262,4263,302.6,311.0,2001,20.7,137,0,0,1,0,0,1,0,0,0,0
4263,4264,302.6,311.0,1620,36.2,139,0,0,1,0,0,1,0,0,0,0
4264,4265,302.6,311.0,1542,39.7,141,0,0,0,1,0,1,0,0,0,0
4265,4266,302.6,311.0,1424,38.0,144,0,0,1,0,0,1,0,0,0,0
4266,4267,302.7,311.1,1440,39.5,146,0,0,1,0,0,1,0,0,0,0
4267,4268,302.6,311.0,1520,42.8,148,0,0,1,0,0,1,0,0,0,0
4268,4269,302.7,311.0,1694,29.8,150,0,0,1,0,0,1,0,0,0,0
4269,4270,302.6,311.0,1610,39.2,152,0,0,1,0,0,1,0,0,0,0
4270,4271,302.6,310.9,1331,52.0,154,1,0,1,0,1,0,0,0,0,0
4271,4272,302.6,310.8,1470,41.2,156,0,0,1,0,0,1,0,0,0,0
4272,4273,302.5,310.8,1577,36.9,158,0,0,1,0,0,1,0,0,0,0
4273,4274,302.6,310.8,1486,36.4,160,0,0,1,0,0,1,0,0,0,0
4274,4275,302.4,310.6,1445,40.3,162,0,0,1,0,0,1,0,0,0,0
4275,4276,302.4,310.5,1500,36.7,164,0,0,0,1,0,1,0,0,0,0
4276,4277,302.2,310.4,1456,47.5,167,0,0,0,1,0,1,0,0,0,0
4277,4278,302.2,310.4,1743,28.1,170,0,0,1,0,0,1,0,0,0,0
4278,4279,302.0,310.1,1409,50.4,172,0,0,1,0,0,1,0,0,0,0
4279,4280,302.0,310.1,1361,45.4,174,1,0,1,0,1,0,0,0,0,0
4280,4281,302.1,310.1,1753,28.9,176,0,0,1,0,0,1,0,0,0,0
4281,4282,302.0,310.0,1832,22.9,178,0,0,1,0,0,1,0,0,0,0
4282,4283,301.9,309.9,1374,48.5,180,1,0,1,0,1,0,0,0,0,0
4283,4284,301.8,309.9,1334,61.0,182,1,0,0,1,1,0,0,0,0,0
4284,4285,301.8,310.0,1493,40.3,185,0,0,1,0,0,1,0,0,0,0
4285,4286,301.7,309.9,1317,49.0,187,1,0,1,0,1,0,0,0,0,0
4286,4287,301.7,309.9,1434,47.9,189,0,0,0,1,0,1,0,0,0,0
4287,4288,301.7,309.9,1457,39.2,192,0,0,0,1,0,1,0,0,0,0
4288,4289,301.7,310.0,1391,50.6,195,0,0,0,1,0,1,0,0,0,0
4289,4290,301.8,310.0,1781,23.9,198,0,0,0,1,0,1,0,0,0,0
4290,4291,301.8,310.0,1642,32.6,201,0,0,1,0,0,1,0,0,0,0
4291,4292,301.8,310.0,2032,19.0,203,0,0,1,0,0,1,0,0,0,0
4292,4293,301.8,310.1,2372,13.9,205,1,0,0,1,0,0,0,1,0,0
4293,4294,301.8,310.0,1393,44.9,208,0,0,1,0,0,1,0,0,0,0
4294,4295,301.7,310.1,1743,27.3,210,0,0,0,1,0,1,0,0,0,0
4295,4296,301.8,310.2,1457,40.4,213,0,0,1,0,0,1,0,0,0,0
4296,4297,301.8,310.2,2825,5.8,215,1,0,1,0,0,0,0,1,0,0
4297,4298,301.8,310.2,1609,34.2,217,0,0,0,1,0,1,0,0,0,0
4298,4299,301.8,310.2,1437,42.3,0,0,0,0,1,0,1,0,0,0,0
4299,4300,301.7,310.1,1402,50.1,3,0,0,1,0,0,1,0,0,0,0
4300,4301,301.7,310.1,1644,34.6,5,0,0,0,1,0,1,0,0,0,0
4301,4302,301.7,310.2,1471,51.1,8,0,0,1,0,0,1,0,0,0,0
4302,4303,301.7,310.1,2695,12.6,10,0,0,1,0,0,1,0,0,0,0
4303,4304,301.7,310.2,1435,48.1,12,0,0,1,0,0,1,0,0,0,0
4304,4305,301.6,310.1,1694,26.3,14,0,0,1,0,0,1,0,0,0,0
4305,4306,301.6,310.1,1687,26.6,16,0,0,1,0,0,1,0,0,0,0
4306,4307,301.6,310.0,1869,22.9,18,0,0,1,0,0,1,0,0,0,0
4307,4308,301.4,309.9,1259,63.9,20,1,0,1,0,1,0,0,0,0,0
4308,4309,301.4,309.9,1460,47.2,22,0,1,0,0,0,1,0,0,0,0
4309,4310,301.3,309.9,1501,39.5,27,0,0,0,1,0,1,0,0,0,0
4310,4311,301.4,310.0,1776,25.6,30,0,0,1,0,0,1,0,0,0,0
4311,4312,301.5,310.1,1468,40.8,32,0,0,0,1,0,1,0,0,0,0
4312,4313,301.5,310.1,1430,46.5,35,0,0,1,0,0,1,0,0,0,0
4313,4314,301.4,310.1,1502,46.6,37,0,0,1,0,0,1,0,0,0,0
4314,4315,301.4,310.1,1623,32.3,39,0,1,0,0,0,1,0,0,0,0
4315,4316,301.4,310.0,1651,29.8,44,0,0,0,1,0,1,0,0,0,0
4316,4317,301.5,310.1,1639,33.4,47,0,0,1,0,0,1,0,0,0,0
4317,4318,301.5,310.0,1417,44.6,49,0,0,0,1,0,1,0,0,0,0
4318,4319,301.5,310.1,1541,42.2,52,0,0,1,0,0,1,0,0,0,0
4319,4320,301.6,310.2,1411,45.1,54,0,0,0,1,0,1,0,0,0,0
4320,4321,301.7,310.3,1397,44.6,57,0,0,1,0,0,1,0,0,0,0
4321,4322,301.7,310.2,1686,28.9,59,0,0,1,0,0,1,0,0,0,0
4322,4323,301.7,310.1,1431,44.0,61,0,0,0,1,0,1,0,0,0,0
4323,4324,301.8,310.3,1341,50.5,64,1,0,1,0,1,0,0,0,0,0
4324,4325,301.7,310.2,1486,43.0,66,0,0,1,0,0,1,0,0,0,0
4325,4326,301.6,310.2,1384,57.1,68,0,0,1,0,0,1,0,0,0,0
4326,4327,301.6,310.1,1362,55.8,70,1,0,1,0,1,0,0,0,0,0
4327,4328,301.7,310.1,1660,29.3,72,0,1,0,0,0,1,0,0,0,0
4328,4329,301.6,310.1,1326,48.2,77,1,0,1,0,1,0,0,0,0,0
4329,4330,301.6,310.0,1566,30.3,79,0,0,1,0,0,1,0,0,0,0
4330,4331,301.5,309.8,1549,38.5,81,0,0,1,0,0,1,0,0,0,0
4331,4332,301.6,309.9,1746,31.1,83,0,0,0,1,0,1,0,0,0,0
4332,4333,301.7,309.9,1452,41.5,86,0,0,0,1,0,1,0,0,0,0
4333,4334,301.6,309.8,1588,33.9,89,0,0,1,0,0,1,0,0,0,0
4334,4335,301.6,309.8,1472,42.5,91,0,0,1,0,0,1,0,0,0,0
4335,4336,301.7,309.9,1607,37.7,93,0,0,1,0,0,1,0,0,0,0
4336,4337,301.6,309.9,1423,53.6,95,0,1,0,0,0,1,0,0,0,0
4337,4338,301.6,309.9,1440,43.4,100,0,0,1,0,0,1,0,0,0,0
4338,4339,301.6,309.9,1397,43.7,102,0,0,1,0,0,1,0,0,0,0
4339,4340,301.7,309.9,1524,46.6,104,0,0,1,0,0,1,0,0,0,0
4340,4341,301.7,309.9,1533,40.9,106,0,0,0,1,0,1,0,0,0,0
4341,4342,301.7,309.8,1398,46.0,109,0,0,1,0,0,1,0,0,0,0
4342,4343,301.7,309.8,1284,68.2,111,1,0,0,1,0,0,0,1,0,0
4343,4344,301.7,309.8,1491,39.3,114,0,0,1,0,0,1,0,0,0,0
4344,4345,301.8,309.9,1418,51.3,116,0,1,0,0,0,1,0,0,0,0
4345,4346,301.8,309.8,1546,39.8,121,0,0,0,1,0,1,0,0,0,0
4346,4347,301.8,309.7,1598,30.4,124,0,0,1,0,0,1,0,0,0,0
4347,4348,301.9,309.8,1724,27.5,126,0,1,0,0,0,1,0,0,0,0
4348,4349,301.9,309.8,1507,44.7,131,0,0,1,0,0,1,0,0,0,0
4349,4350,301.9,309.7,1595,31.4,133,0,0,1,0,0,1,0,0,0,0
4350,4351,301.9,309.7,1568,37.5,135,0,0,0,1,0,1,0,0,0,0
4351,4352,301.8,309.6,1432,43.7,138,0,0,1,0,0,1,0,0,0,0
4352,4353,301.9,309.7,1424,42.8,140,0,0,1,0,0,1,0,0,0,0
4353,4354,302.0,309.7,1386,62.7,142,1,0,0,1,0,0,0,1,0,0
4354,4355,302.0,309.8,1456,58.1,145,0,0,1,0,0,1,0,0,0,0
4355,4356,302.0,309.8,1280,57.3,147,1,1,0,0,1,0,0,0,0,0
4356,4357,302.0,309.8,1649,31.0,152,0,0,1,0,0,1,0,0,0,0
4357,4358,302.0,309.9,1407,52.8,154,0,0,1,0,0,1,0,0,0,0
4358,4359,302.0,309.9,1606,34.5,156,0,1,0,0,0,1,0,0,0,0
4359,4360,302.1,310.0,1531,38.0,161,0,0,0,1,0,1,0,0,0,0
4360,4361,302.1,310.1,1543,35.8,164,0,0,1,0,0,1,0,0,0,0
4361,4362,302.1,310.1,1379,48.2,166,1,0,0,1,1,0,0,0,0,0
4362,4363,302.1,310.1,1447,46.6,169,0,0,1,0,0,1,0,0,0,0
4363,4364,302.1,310.1,1844,24.6,171,0,1,0,0,0,1,0,0,0,0
4364,4365,302.1,310.1,1615,29.9,176,0,1,0,0,0,1,0,0,0,0
4365,4366,302.0,310.0,1449,48.8,181,0,0,1,0,0,1,0,0,0,0
4366,4367,302.0,309.9,1388,51.4,183,0,0,1,0,0,1,0,0,0,0
4367,4368,302.0,309.9,1447,42.8,185,0,1,0,0,0,1,0,0,0,0
4368,4369,302.0,310.0,1664,28.6,190,0,0,1,0,0,1,0,0,0,0
4369,4370,302.0,309.9,1735,27.2,192,0,1,0,0,0,1,0,0,0,0
4370,4371,302.0,309.9,1308,57.6,197,1,0,1,0,1,0,0,0,0,0
4371,4372,302.0,309.8,1480,40.0,199,0,0,1,0,0,1,0,0,0,0
4372,4373,301.9,309.6,1439,41.7,201,0,0,0,1,0,1,0,0,0,0
4373,4374,301.9,309.7,1533,35.9,204,0,0,0,1,0,1,0,0,0,0
4374,4375,302.0,309.7,1551,34.8,207,0,0,1,0,0,1,0,0,0,0
4375,4376,302.0,309.7,1414,36.3,209,0,0,1,0,0,1,0,0,0,0
4376,4377,301.9,309.6,1551,34.6,211,0,0,0,1,0,1,0,0,0,0
4377,4378,301.8,309.6,1436,49.0,214,0,0,0,1,0,1,0,0,0,0
4378,4379,301.9,309.6,1385,45.8,217,0,0,0,1,0,1,0,0,0,0
4379,4380,301.8,309.5,1732,30.1,220,0,0,0,1,0,1,0,0,0,0
4380,4381,301.9,309.6,1410,49.0,223,0,0,1,0,0,1,0,0,0,0
4381,4382,301.9,309.6,1446,43.2,225,0,0,1,0,0,1,0,0,0,0
4382,4383,301.8,309.5,1525,39.6,227,0,0,1,0,0,1,0,0,0,0
4383,4384,301.7,309.5,1298,65.5,229,1,0,1,0,1,0,0,0,0,0
4384,4385,301.8,309.6,1443,42.7,231,0,0,1,0,0,1,0,0,0,0
4385,4386,301.8,309.7,1442,45.3,233,1,0,1,0,0,0,0,0,0,1
4386,4387,301.9,309.7,1719,31.9,0,0,0,1,0,0,1,0,0,0,0
4387,4388,302.0,309.8,1532,39.4,2,0,0,1,0,0,1,0,0,0,0
4388,4389,302.0,309.8,1701,27.2,4,0,0,1,0,0,1,0,0,0,0
4389,4390,302.1,310.0,1355,45.1,6,1,0,0,1,1,0,0,0,0,0
4390,4391,302.2,310.1,1421,45.4,9,0,0,0,1,0,1,0,0,0,0
4391,4392,302.2,310.1,1368,51.6,12,1,0,0,1,1,0,0,0,0,0
4392,4393,302.2,310.1,1458,45.1,15,0,0,1,0,0,1,0,0,0,0
4393,4394,302.2,310.1,1572,34.6,17,0,0,0,1,0,1,0,0,0,0
4394,4395,302.2,310.0,1483,48.7,20,0,0,1,0,0,1,0,0,0,0
4395,4396,302.3,310.1,1513,40.4,22,0,0,1,0,0,1,0,0,0,0
4396,4397,302.3,310.1,1383,42.9,24,0,1,0,0,0,1,0,0,0,0
4397,4398,302.4,310.2,1539,37.7,29,0,0,1,0,0,1,0,0,0,0
4398,4399,302.3,310.1,1563,37.8,31,0,0,0,1,0,1,0,0,0,0
4399,4400,302.3,310.1,1653,29.7,34,0,0,1,0,0,1,0,0,0,0
4400,4401,302.3,310.1,1353,50.9,36,1,0,1,0,1,0,0,0,0,0
4401,4402,302.2,310.0,1468,43.6,38,0,1,0,0,0,1,0,0,0,0
4402,4403,302.3,310.2,1506,33.8,43,0,1,0,0,0,1,0,0,0,0
4403,4404,302.3,310.1,1388,49.9,48,0,0,1,0,0,1,0,0,0,0
4404,4405,302.4,310.2,1485,45.9,50,0,0,0,1,0,1,0,0,0,0
4405,4406,302.4,310.2,1331,45.5,53,1,0,1,0,1,0,0,0,0,0
4406,4407,302.5,310.3,1326,58.5,55,1,0,1,0,1,0,0,0,0,0
4407,4408,302.3,310.2,1394,55.4,57,0,0,1,0,0,1,0,0,0,0
4408,4409,302.4,310.1,2009,18.9,59,0,0,1,0,0,1,0,0,0,0
4409,4410,302.4,310.1,1358,54.6,61,1,0,0,1,1,0,0,0,0,0
4410,4411,302.5,310.2,1586,32.2,64,0,0,1,0,0,1,0,0,0,0
4411,4412,302.5,310.3,1688,31.6,66,0,0,1,0,0,1,0,0,0,0
4412,4413,302.6,310.5,1450,43.2,68,0,0,1,0,0,1,0,0,0,0
4413,4414,302.7,310.5,1398,47.3,70,0,0,0,1,0,1,0,0,0,0
4414,4415,302.7,310.5,1520,39.3,73,0,0,1,0,0,1,0,0,0,0
4415,4416,302.6,310.4,1514,42.7,75,0,0,1,0,0,1,0,0,0,0
4416,4417,302.6,310.4,1532,36.1,77,0,0,0,1,0,1,0,0,0,0
4417,4418,302.6,310.4,1365,66.8,80,1,0,1,0,0,0,0,1,0,0
4418,4419,302.6,310.3,1642,33.2,82,0,0,1,0,0,1,0,0,0,0
4419,4420,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,0,1,0,0
4420,4421,302.6,310.2,1873,21.3,87,0,1,0,0,0,1,0,0,0,0
4421,4422,302.6,310.2,1325,62.4,92,1,0,1,0,1,0,0,0,0,0
4422,4423,302.6,310.2,2157,17.2,94,0,0,0,1,0,1,0,0,0,0
4423,4424,302.6,310.2,1563,39.0,97,0,0,0,1,0,1,0,0,0,0
4424,4425,302.6,310.2,1631,31.0,100,0,0,0,1,0,1,0,0,0,0
4425,4426,302.5,310.2,1547,36.9,103,0,0,1,0,0,1,0,0,0,0
4426,4427,302.6,310.3,1479,40.4,105,0,0,1,0,0,1,0,0,0,0
4427,4428,302.4,310.1,1379,48.9,107,1,0,0,1,1,0,0,0,0,0
4428,4429,302.4,310.1,1906,21.2,110,0,0,1,0,0,1,0,0,0,0
4429,4430,302.3,310.1,1731,33.4,112,0,0,0,1,0,1,0,0,0,0
4430,4431,302.3,310.1,1688,30.4,115,0,1,0,0,0,1,0,0,0,0
4431,4432,302.3,310.2,1443,54.6,120,0,1,0,0,0,1,0,0,0,0
4432,4433,302.4,310.2,1445,46.4,125,0,0,1,0,0,1,0,0,0,0
4433,4434,302.4,310.2,1435,44.9,127,0,1,0,0,0,1,0,0,0,0
4434,4435,302.4,310.1,1556,32.9,132,0,0,1,0,0,1,0,0,0,0
4435,4436,302.3,310.1,1321,52.7,134,1,0,1,0,1,0,0,0,0,0
4436,4437,302.4,310.1,1577,35.8,136,0,0,0,1,0,1,0,0,0,0
4437,4438,302.4,310.2,1578,31.2,139,0,0,1,0,0,1,0,0,0,0
